year,total_death,Jews_and_others_total_death,Arabs_total_death
2017,171,150,21
2017,158,139,19
2017,154,131,23
2017,155,139,16
2017,160,145,15
2017,173,152,21
2017,150,135,15
2017,178,162,16
2017,159,145,14
2017,169,150,19
2017,158,141,17
2017,164,133,31
2017,161,140,21
2017,176,160,16
2017,169,147,22
2017,146,130,16
2017,152,130,22
2017,171,153,18
2017,166,152,14
2017,145,124,21
2017,147,128,19
2017,165,142,23
2017,143,124,19
2017,147,129,18
2017,163,144,19
2017,184,164,20
2017,136,123,13
2017,146,128,18
2017,154,136,18
2017,142,121,21
2017,135,125,10
2017,145,137,8
2017,152,138,14
2017,148,133,15
2017,165,143,22
2017,143,125,18
2017,173,148,25
2017,176,154,22
2017,154,131,23
2017,158,144,14
2017,153,135,18
2017,140,122,18
2017,137,114,23
2017,149,133,16
2017,131,115,16
2017,116,100,16
2017,150,130,20
2017,112,95,17
2017,110,94,16
2017,140,125,15
2017,132,119,13
2017,136,117,19
2017,146,125,21
2017,138,124,14
2017,151,132,19
2017,150,137,13
2017,138,126,12
2017,149,128,21
2017,138,126,12
2017,152,144,8
2017,152,134,18
2017,134,116,18
2017,113,101,12
2017,142,126,16
2017,147,131,16
2017,143,122,21
2017,105,92,13
2017,135,121,14
2017,144,124,20
2017,130,111,19
2017,123,114,9
2017,139,117,22
2017,119,105,14
2017,139,119,20
2017,144,129,15
2017,127,115,12
2017,113,102,11
2017,138,128,10
2017,127,115,12
2017,129,111,18
2017,130,115,15
2017,141,121,20
2017,120,111,9
2017,132,106,26
2017,106,94,12
2017,112,98,14
2017,120,105,15
2017,133,120,13
2017,135,114,21
2017,143,121,22
2017,136,119,17
2017,124,110,14
2017,113,97,16
2017,121,103,18
2017,103,91,12
2017,151,127,24
2017,123,110,13
2017,107,95,12
2017,115,103,12
2017,120,106,14
2017,118,107,11
2017,131,119,12
2017,142,118,24
2017,114,100,14
2017,117,104,13
2017,114,99,15
2017,126,111,15
2017,117,105,12
2017,129,113,16
2017,103,90,13
2017,110,99,11
2017,145,125,20
2017,124,106,18
2017,124,110,14
2017,135,117,18
2017,138,125,13
2017,135,123,12
2017,127,116,11
2017,122,115,7
2017,131,115,16
2017,112,101,11
2017,112,101,11
2017,99,84,15
2017,102,94,8
2017,115,105,10
2017,97,84,13
2017,121,109,12
2017,118,106,12
2017,124,114,10
2017,128,114,14
2017,140,124,16
2017,120,104,16
2017,109,95,14
2017,109,97,12
2017,123,112,11
2017,99,84,15
2017,130,110,20
2017,126,113,13
2017,104,100,4
2017,102,91,11
2017,110,96,14
2017,102,88,14
2017,105,91,14
2017,109,101,8
2017,111,102,9
2017,104,88,16
2017,90,79,11
2017,115,100,15
2017,120,104,16
2017,125,108,17
2017,114,104,10
2017,123,113,10
2017,111,95,16
2017,101,93,8
2017,98,85,13
2017,107,94,13
2017,139,111,28
2017,98,91,7
2017,127,112,15
2017,120,105,15
2017,121,105,16
2017,108,98,10
2017,118,102,16
2017,112,101,11
2017,91,82,9
2017,100,86,14
2017,103,95,8
2017,95,86,9
2017,116,101,15
2017,117,109,8
2017,114,102,12
2017,106,94,12
2017,101,85,16
2017,92,76,16
2017,114,108,6
2017,96,79,17
2017,114,99,15
2017,113,100,13
2017,107,97,10
2017,146,122,24
2017,103,91,12
2017,94,83,11
2017,120,107,13
2017,119,96,23
2017,114,98,16
2017,103,91,12
2017,90,78,12
2017,105,90,15
2017,105,88,17
2017,132,123,9
2017,106,85,21
2017,116,102,14
2017,109,101,8
2017,110,100,10
2017,116,100,16
2017,87,75,12
2017,116,100,16
2017,104,94,10
2017,107,95,12
2017,104,90,14
2017,102,90,12
2017,123,102,21
2017,123,108,15
2017,96,84,12
2017,122,107,15
2017,105,87,18
2017,121,109,12
2017,123,106,17
2017,119,111,8
2017,108,92,16
2017,97,83,14
2017,110,99,11
2017,98,87,11
2017,117,105,12
2017,116,111,5
2017,116,98,18
2017,104,88,16
2017,107,97,10
2017,100,87,13
2017,124,110,14
2017,119,105,14
2017,112,99,13
2017,97,88,9
2017,97,85,12
2017,105,93,12
2017,93,84,9
2017,87,77,10
2017,111,96,15
2017,115,103,12
2017,120,105,15
2017,98,84,14
2017,123,108,15
2017,98,88,10
2017,97,89,8
2017,96,85,11
2017,120,111,9
2017,117,105,12
2017,99,89,10
2017,103,94,9
2017,101,88,13
2017,96,85,11
2017,99,93,6
2017,105,96,9
2017,109,98,11
2017,121,109,12
2017,123,113,10
2017,101,91,10
2017,102,90,12
2017,115,98,17
2017,106,95,11
2017,101,91,10
2017,99,87,12
2017,113,104,9
2017,120,114,6
2017,101,92,9
2017,100,86,14
2017,102,92,10
2017,108,95,13
2017,101,91,10
2017,91,83,8
2017,106,93,13
2017,93,77,16
2017,117,105,12
2017,108,98,10
2017,99,87,12
2017,112,99,13
2017,102,90,12
2017,114,103,11
2017,104,95,9
2017,88,78,10
2017,139,126,13
2017,112,96,16
2017,113,103,10
2017,118,108,10
2017,116,109,7
2017,117,110,7
2017,111,97,14
2017,121,105,16
2017,117,104,13
2017,88,80,8
2017,93,79,14
2017,109,97,12
2017,126,111,15
2017,104,87,17
2017,103,93,10
2017,105,94,11
2017,107,94,13
2017,130,116,14
2017,118,105,13
2017,118,103,15
2017,108,92,16
2017,140,121,19
2017,113,98,15
2017,126,113,13
2017,142,121,21
2017,128,114,14
2017,127,103,24
2017,109,99,10
2017,120,113,7
2017,123,110,13
2017,103,87,16
2017,116,97,19
2017,111,103,8
2017,134,115,19
2017,128,108,20
2017,118,104,14
2017,110,101,9
2017,106,96,10
2017,112,98,14
2017,108,98,10
2017,112,104,8
2017,123,105,18
2017,99,80,19
2017,107,98,9
2017,103,86,17
2017,122,113,9
2017,144,131,13
2017,109,94,15
2017,111,100,11
2017,124,108,16
2017,129,112,17
2017,128,110,18
2017,134,116,18
2017,104,98,6
2017,118,100,18
2017,115,103,12
2017,124,108,16
2017,112,100,12
2017,123,107,16
2017,131,116,15
2017,124,107,17
2017,131,110,21
2017,135,121,14
2017,133,117,16
2017,119,107,12
2017,110,102,8
2017,128,112,16
2017,120,102,18
2017,134,122,12
2017,123,114,9
2017,127,107,20
2017,112,96,16
2017,109,96,13
2017,137,124,13
2017,121,111,10
2017,131,109,22
2017,140,129,11
2017,111,102,9
2017,122,101,21
2017,145,127,18
2017,143,127,16
2017,145,135,10
2017,137,124,13
2017,140,121,19
2017,134,124,10
2017,133,115,18
2017,116,103,13
2017,131,118,13
2017,138,129,9
2017,131,115,16
2017,132,119,13
2017,123,106,17
2017,113,100,13
2017,156,138,18
2017,126,118,8
