year,total_death,Jews_and_others_total_death,Arabs_total_death
2018,155,142,13
2018,135,125,10
2018,133,111,22
2018,141,122,19
2018,137,118,19
2018,149,126,23
2018,160,144,16
2018,148,126,22
2018,136,122,14
2018,157,142,15
2018,156,145,11
2018,153,132,21
2018,130,118,12
2018,119,106,13
2018,123,108,15
2018,142,128,14
2018,143,129,14
2018,156,142,14
2018,164,141,23
2018,136,116,20
2018,152,137,15
2018,139,129,10
2018,131,120,11
2018,138,124,14
2018,152,141,11
2018,141,125,16
2018,140,130,10
2018,165,155,10
2018,159,140,19
2018,146,123,23
2018,153,137,16
2018,153,135,18
2018,129,107,22
2018,150,133,17
2018,125,111,14
2018,144,119,25
2018,145,123,22
2018,140,125,15
2018,120,107,13
2018,138,118,20
2018,139,121,18
2018,163,140,23
2018,133,117,16
2018,165,135,30
2018,119,106,13
2018,146,132,14
2018,142,130,12
2018,173,157,16
2018,132,118,14
2018,133,115,18
2018,149,133,16
2018,125,117,8
2018,146,130,16
2018,131,116,15
2018,150,138,12
2018,140,129,11
2018,125,108,17
2018,131,114,17
2018,119,100,19
2018,133,118,15
2018,139,129,10
2018,142,122,20
2018,145,132,13
2018,132,120,12
2018,132,119,13
2018,146,123,23
2018,130,111,19
2018,127,104,23
2018,115,105,10
2018,127,115,12
2018,149,132,17
2018,110,87,23
2018,124,112,12
2018,129,121,8
2018,128,112,16
2018,130,116,14
2018,137,120,17
2018,136,122,14
2018,129,117,12
2018,125,110,15
2018,134,116,18
2018,105,85,20
2018,121,103,18
2018,118,101,17
2018,117,105,12
2018,123,109,14
2018,150,127,23
2018,129,111,18
2018,113,97,16
2018,116,108,8
2018,124,107,17
2018,130,114,16
2018,123,107,16
2018,148,130,18
2018,118,105,13
2018,115,101,14
2018,105,92,13
2018,107,93,14
2018,106,100,6
2018,117,108,9
2018,114,102,12
2018,113,99,14
2018,94,87,7
2018,133,115,18
2018,113,101,12
2018,125,108,17
2018,109,95,14
2018,119,103,16
2018,106,95,11
2018,109,97,12
2018,116,99,17
2018,119,103,16
2018,98,87,11
2018,114,93,21
2018,114,100,14
2018,115,101,14
2018,101,89,12
2018,134,124,10
2018,123,97,26
2018,112,97,15
2018,119,113,6
2018,102,86,16
2018,115,104,11
2018,118,102,16
2018,123,108,15
2018,123,107,16
2018,109,98,11
2018,113,95,18
2018,116,106,10
2018,128,109,19
2018,123,104,19
2018,88,79,9
2018,120,102,18
2018,107,96,11
2018,88,78,10
2018,125,105,20
2018,123,106,17
2018,117,103,14
2018,121,107,14
2018,139,122,17
2018,118,109,9
2018,142,130,12
2018,133,119,14
2018,103,94,9
2018,94,86,8
2018,111,95,16
2018,117,106,11
2018,103,90,13
2018,115,104,11
2018,108,94,14
2018,121,107,14
2018,118,105,13
2018,103,89,14
2018,95,84,11
2018,116,101,15
2018,120,112,8
2018,128,118,10
2018,133,115,18
2018,82,78,4
2018,116,97,19
2018,125,116,9
2018,119,107,12
2018,79,66,13
2018,115,107,8
2018,133,110,23
2018,80,72,8
2018,84,74,10
2018,108,98,10
2018,111,97,14
2018,135,123,12
2018,115,101,14
2018,109,100,9
2018,107,95,12
2018,114,101,13
2018,131,109,22
2018,117,99,18
2018,105,96,9
2018,107,100,7
2018,104,92,12
2018,113,104,9
2018,105,90,15
2018,111,100,11
2018,118,105,13
2018,104,88,16
2018,113,96,17
2018,120,108,12
2018,120,106,14
2018,112,98,14
2018,101,88,13
2018,116,103,13
2018,112,99,13
2018,115,101,14
2018,114,99,15
2018,127,111,16
2018,113,90,23
2018,115,94,21
2018,118,105,13
2018,134,114,20
2018,101,90,11
2018,115,98,17
2018,92,82,10
2018,115,98,17
2018,104,95,9
2018,114,102,12
2018,131,120,11
2018,96,86,10
2018,118,102,16
2018,109,100,9
2018,105,97,8
2018,127,114,13
2018,116,101,15
2018,90,77,13
2018,137,119,18
2018,115,99,16
2018,102,90,12
2018,102,89,13
2018,90,82,8
2018,108,93,15
2018,108,101,7
2018,104,94,10
2018,133,119,14
2018,99,90,9
2018,111,91,20
2018,111,98,13
2018,119,107,12
2018,101,91,10
2018,138,123,15
2018,125,110,15
2018,116,99,17
2018,95,80,15
2018,87,81,6
2018,119,102,17
2018,131,111,20
2018,133,114,19
2018,128,114,14
2018,113,97,16
2018,100,87,13
2018,107,94,13
2018,129,115,14
2018,120,98,22
2018,104,96,8
2018,126,117,9
2018,102,95,7
2018,111,97,14
2018,106,99,7
2018,119,111,8
2018,119,108,11
2018,114,101,13
2018,114,103,11
2018,112,103,9
2018,126,117,9
2018,101,89,12
2018,111,95,16
2018,130,117,13
2018,119,103,16
2018,106,89,17
2018,99,88,11
2018,116,103,13
2018,106,96,10
2018,120,104,16
2018,109,101,8
2018,117,107,10
2018,106,95,11
2018,124,104,20
2018,100,92,8
2018,123,110,13
2018,120,107,13
2018,99,88,11
2018,132,117,15
2018,95,81,14
2018,124,111,13
2018,124,105,19
2018,88,81,7
2018,112,99,13
2018,119,104,15
2018,134,119,15
2018,97,88,9
2018,115,105,10
2018,85,71,14
2018,121,107,14
2018,116,96,20
2018,113,95,18
2018,118,109,9
2018,128,118,10
2018,102,90,12
2018,127,116,11
2018,110,102,8
2018,111,96,15
2018,108,100,8
2018,112,98,14
2018,125,110,15
2018,125,110,15
2018,113,99,14
2018,114,101,13
2018,116,97,19
2018,133,117,16
2018,139,121,18
2018,131,116,15
2018,122,111,11
2018,133,115,18
2018,104,84,20
2018,128,113,15
2018,142,131,11
2018,141,126,15
2018,117,100,17
2018,133,121,12
2018,118,101,17
2018,123,98,25
2018,140,120,20
2018,126,111,15
2018,143,123,20
2018,124,106,18
2018,104,95,9
2018,122,112,10
2018,119,108,11
2018,155,136,19
2018,118,107,11
2018,122,113,9
2018,109,96,13
2018,106,94,12
2018,108,98,10
2018,125,105,20
2018,136,125,11
2018,127,111,16
2018,122,112,10
2018,119,107,12
2018,119,105,14
2018,132,124,8
2018,105,85,20
2018,110,100,10
2018,127,116,11
2018,139,119,20
2018,121,108,13
2018,129,113,16
2018,116,105,11
2018,129,112,17
2018,117,104,13
2018,135,117,18
2018,113,98,15
2018,131,122,9
2018,120,101,19
2018,123,113,10
2018,126,109,17
2018,122,107,15
2018,124,107,17
2018,127,109,18
2018,133,113,20
2018,116,103,13
2018,147,128,19
2018,129,108,21
2018,133,122,11
2018,128,114,14
2018,126,106,20
2018,130,110,20
2018,138,126,12
2018,139,122,17
2018,145,131,14
2018,134,120,14
2018,114,92,22
2018,137,123,14
2018,134,115,19
2018,138,111,27
2018,112,101,11
2018,129,115,14
2018,133,110,23
