year,total_death,Jews_and_others_total_death,Arabs_total_death
2019,141,117,24
2019,132,115,17
2019,135,111,24
2019,158,138,20
2019,138,119,19
2019,133,120,13
2019,155,132,23
2019,148,129,19
2019,131,111,20
2019,162,144,18
2019,155,136,19
2019,176,153,23
2019,150,132,18
2019,146,126,20
2019,172,150,22
2019,161,148,13
2019,150,138,12
2019,180,163,17
2019,164,147,17
2019,153,142,11
2019,175,159,16
2019,153,144,9
2019,162,139,23
2019,186,165,21
2019,154,133,21
2019,143,123,20
2019,170,143,27
2019,155,136,19
2019,156,139,17
2019,160,137,23
2019,156,138,18
2019,131,116,15
2019,148,140,8
2019,161,151,10
2019,165,147,18
2019,153,132,21
2019,151,128,23
2019,149,134,15
2019,141,124,17
2019,151,138,13
2019,144,127,17
2019,137,118,19
2019,134,110,24
2019,147,121,26
2019,138,120,18
2019,142,123,19
2019,128,110,18
2019,147,128,19
2019,143,120,23
2019,148,127,21
2019,143,124,19
2019,160,146,14
2019,121,106,15
2019,157,138,19
2019,161,134,27
2019,154,130,24
2019,143,125,18
2019,137,122,15
2019,129,111,18
2019,152,130,22
2019,142,125,17
2019,154,144,10
2019,139,119,20
2019,152,132,20
2019,147,130,17
2019,138,121,17
2019,149,129,20
2019,132,117,15
2019,146,131,15
2019,138,116,22
2019,151,139,12
2019,154,123,31
2019,147,130,17
2019,142,127,15
2019,120,108,12
2019,144,132,12
2019,133,112,21
2019,120,111,9
2019,136,115,21
2019,142,123,19
2019,144,123,21
2019,133,120,13
2019,135,117,18
2019,137,127,10
2019,143,128,15
2019,124,109,15
2019,138,121,17
2019,126,108,18
2019,127,111,16
2019,131,121,10
2019,125,111,14
2019,116,107,9
2019,109,98,11
2019,119,105,14
2019,148,140,8
2019,103,93,10
2019,132,116,16
2019,134,122,12
2019,118,108,10
2019,121,110,11
2019,132,116,16
2019,128,112,16
2019,125,106,19
2019,134,114,20
2019,130,110,20
2019,111,102,9
2019,133,111,22
2019,122,106,16
2019,124,105,19
2019,120,106,14
2019,140,125,15
2019,142,130,12
2019,127,112,15
2019,117,103,14
2019,116,108,8
2019,121,106,15
2019,138,118,20
2019,133,119,14
2019,136,118,18
2019,158,139,19
2019,135,113,22
2019,124,103,21
2019,142,124,18
2019,143,126,17
2019,133,115,18
2019,131,108,23
2019,130,120,10
2019,117,101,16
2019,118,104,14
2019,118,100,18
2019,110,98,12
2019,123,106,17
2019,131,118,13
2019,108,94,14
2019,129,113,16
2019,105,93,12
2019,133,120,13
2019,104,93,11
2019,136,117,19
2019,114,93,21
2019,108,98,10
2019,118,109,9
2019,122,103,19
2019,133,114,19
2019,119,106,13
2019,124,104,20
2019,110,99,11
2019,110,96,14
2019,109,95,14
2019,123,112,11
2019,128,114,14
2019,131,111,20
2019,118,99,19
2019,100,83,17
2019,116,102,14
2019,102,86,16
2019,111,97,14
2019,114,100,14
2019,106,86,20
2019,109,91,18
2019,113,99,14
2019,127,107,20
2019,120,111,9
2019,128,110,18
2019,124,107,17
2019,97,86,11
2019,120,105,15
2019,118,104,14
2019,92,81,11
2019,108,96,12
2019,120,108,12
2019,114,102,12
2019,112,95,17
2019,107,92,15
2019,112,98,14
2019,115,101,14
2019,100,87,13
2019,100,82,18
2019,100,90,10
2019,107,93,14
2019,98,87,11
2019,132,109,23
2019,118,98,20
2019,96,88,8
2019,120,105,15
2019,96,88,8
2019,108,92,16
2019,121,102,19
2019,113,100,13
2019,91,82,9
2019,109,99,10
2019,82,74,8
2019,115,99,16
2019,119,104,15
2019,90,77,13
2019,110,99,11
2019,113,106,7
2019,114,95,19
2019,121,107,14
2019,116,104,12
2019,106,94,12
2019,96,88,8
2019,116,96,20
2019,121,108,13
2019,114,103,11
2019,117,107,10
2019,122,101,21
2019,103,92,11
2019,109,94,15
2019,111,89,22
2019,123,108,15
2019,113,102,11
2019,111,92,19
2019,117,108,9
2019,92,78,14
2019,112,103,9
2019,120,99,21
2019,123,104,19
2019,119,102,17
2019,94,84,10
2019,114,96,18
2019,107,97,10
2019,120,107,13
2019,112,99,13
2019,118,107,11
2019,114,102,12
2019,113,96,17
2019,105,97,8
2019,112,93,19
2019,115,102,13
2019,124,109,15
2019,124,110,14
2019,91,81,10
2019,108,88,20
2019,90,76,14
2019,115,101,14
2019,99,87,12
2019,121,107,14
2019,120,106,14
2019,115,109,6
2019,122,114,8
2019,140,132,8
2019,110,103,7
2019,113,103,10
2019,116,105,11
2019,110,102,8
2019,101,90,11
2019,121,109,12
2019,109,90,19
2019,112,97,15
2019,116,106,10
2019,113,96,17
2019,110,99,11
2019,125,113,12
2019,107,95,12
2019,114,105,9
2019,114,99,15
2019,115,96,19
2019,119,108,11
2019,96,87,9
2019,115,99,16
2019,101,89,12
2019,126,107,19
2019,99,82,17
2019,102,89,13
2019,128,114,14
2019,120,105,15
2019,116,104,12
2019,126,113,13
2019,105,94,11
2019,99,85,14
2019,123,115,8
2019,134,124,10
2019,105,92,13
2019,116,111,5
2019,114,104,10
2019,108,94,14
2019,102,91,11
2019,119,101,18
2019,117,105,12
2019,109,97,12
2019,127,108,19
2019,122,111,11
2019,112,97,15
2019,112,104,8
2019,104,93,11
2019,110,93,17
2019,148,127,21
2019,147,134,13
2019,99,89,10
2019,108,96,12
2019,122,103,19
2019,117,109,8
2019,108,101,7
2019,109,96,13
2019,101,94,7
2019,118,108,10
2019,134,119,15
2019,106,94,12
2019,134,120,14
2019,119,108,11
2019,126,109,17
2019,112,98,14
2019,121,109,12
2019,123,107,16
2019,99,85,14
2019,134,117,17
2019,121,110,11
2019,118,103,15
2019,134,118,16
2019,139,121,18
2019,136,116,20
2019,119,106,13
2019,140,119,21
2019,96,85,11
2019,131,113,18
2019,123,112,11
2019,141,119,22
2019,117,104,13
2019,113,100,13
2019,136,115,21
2019,108,95,13
2019,87,74,13
2019,105,95,10
2019,126,109,17
2019,138,114,24
2019,114,102,12
2019,121,111,10
2019,118,102,16
2019,123,107,16
2019,149,131,18
2019,127,114,13
2019,133,116,17
2019,120,105,15
2019,139,127,12
2019,123,109,14
2019,133,122,11
2019,127,113,14
2019,124,113,11
2019,118,102,16
2019,112,96,16
2019,139,129,10
2019,132,112,20
2019,136,122,14
2019,146,128,18
2019,123,112,11
2019,133,114,19
2019,135,118,17
2019,136,120,16
2019,129,118,11
2019,132,116,16
2019,157,143,14
2019,129,114,15
2019,133,115,18
2019,116,100,16
2019,137,125,12
2019,121,108,13
2019,146,131,15
2019,139,120,19
2019,168,143,25
2019,166,143,23
2019,141,129,12
2019,152,134,18
2019,174,152,22
2019,143,129,14
